id|name|link|faction_id|source_id|role|unit_composition|transport|power_points|priest|psyker|open_play_only|crusade_only|virtual|Cost|cost_per_unit|
000001542|Rukkatrukk Squigbuggies|https://wahapedia.ru/wh40k9ed/factions/orks/Rukkatrukk-Squigbuggies|ORK|000000046|Fast Attack|If this unit contains 2 models it has <b>Power Rating 12</b>. If this unit contains 3 models it has <b>Power Rating 18</b>. Every model is equipped with: heavy squig launcha; sawn-off shotgun; squig launcha; squig mine; saw blades; stikkbombs.||6|||false|false|false||false|
000001543|Gunwagon|https://wahapedia.ru/wh40k9ed/factions/orks/Gunwagon|ORK|000000046|Heavy Support|A Gunwagon is equipped with: kannon.|This model has a <a href="/wh40k9ed/the-rules/core-rules/#Transport-Capacity">transport capacity</a> of 12 <span class="tooltip00331" data-tooltip-content="#tooltip_content00331" data-tooltip-anchor="#tooltip_content00331"><span class="kwb">FLASH</span> <span class="kwb">GITZ</span></span> or <span class="tooltip00332" data-tooltip-content="#tooltip_content00332" data-tooltip-anchor="#tooltip_content00332"><span class="kwb2">&lt;<span class="kwb3">C</span>LAN&gt;</span> <span class="kwb">INFANTRY</span></span> models. Each <span class="tooltip00333" data-tooltip-content="#tooltip_content00333" data-tooltip-anchor="#tooltip_content00333"><span class="kwb">MEGA</span> <span class="kwb">ARMOUR</span></span> or <span class="tooltip00334" data-tooltip-content="#tooltip_content00334" data-tooltip-anchor="#tooltip_content00334"><span class="kwb">JUMP</span> <span class="kwb">PACK</span></span> model takes up the space of 2 models.|10|||false|false|false||false|
000001544|Bonebreaka|https://wahapedia.ru/wh40k9ed/factions/orks/Bonebreaka|ORK|000000046|Heavy Support|A Bonebreaka is equipped with: deff rolla.|This model has a <a href="/wh40k9ed/the-rules/core-rules/#Transport-Capacity">transport capacity</a> of 12 <span class="tooltip00331" data-tooltip-content="#tooltip_content00331" data-tooltip-anchor="#tooltip_content00331"><span class="kwb">FLASH</span> <span class="kwb">GITZ</span></span> or <span class="tooltip00332" data-tooltip-content="#tooltip_content00332" data-tooltip-anchor="#tooltip_content00332"><span class="kwb2">&lt;<span class="kwb3">C</span>LAN&gt;</span> <span class="kwb">INFANTRY</span></span> models. Each <span class="tooltip00333" data-tooltip-content="#tooltip_content00333" data-tooltip-anchor="#tooltip_content00333"><span class="kwb">MEGA</span> <span class="kwb">ARMOUR</span></span> or <span class="tooltip00334" data-tooltip-content="#tooltip_content00334" data-tooltip-anchor="#tooltip_content00334"><span class="kwb">JUMP</span> <span class="kwb">PACK</span></span> model takes up the space of 2 models.|10|||false|false|false||false|
000001545|Mekboy Workshop|https://wahapedia.ru/wh40k9ed/factions/orks/Mekboy-Workshop|ORK|000000046|Fortifications|A Mekboy Workshop consists of 1 Mekboy Workbench, 3 Scrap Piles and 3 Scrap Barricades. A Mekboy Workshop has no equipment.||4|||false|false|false|70|false|
000001993|Da Red Gobbo|https://wahapedia.ru/wh40k9ed/factions/orks/Da-Red-Gobbo|ORK|000000094|Elites|This model is equipped with: kustom grot blasta; Icon of da Revolushun; stikkbombs. You can only include one Da Red Gobbo model in your army.||1|||false|false|false||false|
000001998|Burna Boyz (Legendary)|https://wahapedia.ru/wh40k9ed/factions/orks/Burna-Boyz-Legendary-|ORK|000000094|Elites|This unit contains 5 Burna Boyz. It can include up to 5 additional Burna Boyz (<b>Power Rating +3</b>) or up to 10 additional Burna Boyz (<b>Power Rating +6</b>). For every 5 models in the unit, a Spanner can take the place of one Burna Boy. Each Burna Boy is armed with a burna and stikkbombs. Each Spanner is armed with stikkbombs and either a kustom mega-blasta, big shoota or rokkit launcha.||3|||false|false|false||false|
000001999|Deffkoptas (Legendary)|https://wahapedia.ru/wh40k9ed/factions/orks/Deffkoptas-Legendary-|ORK|000000094|Fast Attack|This unit contains 1 Deffkopta. It can include up to 2 additional Deffkoptas (<b>Power Rating +3</b>) or up to 4 additional Deffkoptas (<b>Power Rating +6</b>). Each model is equipped with a twin big shoota, slugga and spinnin’ blades.||2|||false|false|false||false|
000002000|Kommandos (Legendary)|https://wahapedia.ru/wh40k9ed/factions/orks/Kommandos-Legendary-|ORK|000000094|Elites|This unit contains 5 Kommandos. It can include up to 5 additional Kommandos (<b>Power Rating +2</b>) or up to 10 additional Kommandos (<b>Power Rating +4</b>). A Boss Nob can take the place of one Kommando, and is armed with a power klaw, slugga and stikkbombs. Each Kommando is armed with a choppa, slugga and stikkbombs. One Kommando in every 5 models is also armed with a tankbusta bomb.||2|||false|false|false||false|
000002001|Mek (Legendary)|https://wahapedia.ru/wh40k9ed/factions/orks/Mek-Legendary-|ORK|000000094|Elites|A Mek is a single model armed with a kustom mega-slugga, choppa and stikkbombs. It may be accompanied by a Grot Oiler.||2|||false|false|false||false|
000002079|Makari|https://wahapedia.ru/wh40k9ed/factions/orks/Makari|ORK|000000046|HQ|Makari is equipped with: Makari’s stabba. Your army can only include one <span class="tooltip00337" data-tooltip-content="#tooltip_content00337" data-tooltip-anchor="#tooltip_content00337"><span class="kwb">MAKARI</span></span> model.||3|||false|false|false||false|
000002080|Big Mek with Kustom Force Field|https://wahapedia.ru/wh40k9ed/factions/orks/Big-Mek-with-Kustom-Force-Field|ORK|000000046|HQ|A Big Mek with Kustom Force Field is equipped with: slugga, choppa, kustom force field, stikkbombs.||5|||false|false|false||false|
000002452|Nobz on Warbikes|https://wahapedia.ru/wh40k9ed/factions/orks/Nobz-on-Warbikes|ORK|000000146|Fast Attack|If this unit contains 4-6 models, it has <b>Power Rating 10</b>. If this unit contains 7 or more models, it has <b>Power Rating 15</b>. Every model is equipped with: 2 dakkaguns; choppa.||5|||false|false|false||false|
000002453|Mega Dread|https://wahapedia.ru/wh40k9ed/factions/orks/Mega-Dread|ORK|000000146|Heavy Support|A Mega Dread is equipped with: 2 boombits; 1 killkannon; 1 dread rippa klaw.||9|||false|false|false||false|
000002474|Grukk Face-rippa|https://wahapedia.ru/wh40k9ed/factions/orks/Grukk-Face-rippa|ORK|000000156|HQ|Grukk Face-rippa is a single model equipped with: kombi-weapon with rokkit launcha; 2 sluggas; attack squig; Git-rippa; stikkbombs. You can only include one of this unit in your army.||4|||true|false|false||false|
000002475|Skrak’s Skull-Nobz|https://wahapedia.ru/wh40k9ed/factions/orks/Skrak-s-Skull-Nobz|ORK|000000156|HQ|This unit contains 1 Skrak Head-smasha and 4 Skull-nobz. It can include up to 5 additional Skull-nobz (<b>Power Rating +7</b>). For every 5 models this unit contains, it can include 1 Ammo Runt.<br>Skrak Head-smasha is equipped with: slugga; choppa; Skrak’s horned helmet; stikkbombs.<br>Every Skull-Nob is equipped with: slugga; choppa; stikkbombs. You can only include one of this unit in your army.||8|||true|false|false||false|
000002476|Goff Rokker|https://wahapedia.ru/wh40k9ed/factions/orks/Goff-Rokker|ORK|000000156|HQ|A Goff Rokker is a single model equipped with: rokker shoota; rokker choppa. You can only include one of this unit in your army.||4|||true|false|false||false|
000002488|Zodgrod Wortsnagga|https://wahapedia.ru/wh40k9ed/factions/orks/Zodgrod-Wortsnagga|ORK|000000046|HQ|Zodgrod Wortsnagga is equipped with: slugga; Da Grabzappa. Your army can only include one <span class="tooltip00338" data-tooltip-content="#tooltip_content00338" data-tooltip-anchor="#tooltip_content00338"><span class="kwb">ZODGROD</span> <span class="kwb">WORTSNAGGA</span></span> model.||4|||false|false|false||false|
000002489|Beastboss|https://wahapedia.ru/wh40k9ed/factions/orks/Beastboss|ORK|000000046|HQ|A Beastboss is equipped with: shoota; beastchoppa; Beast Snagga klaw.||5|||false|false|false||false|
000002490|Beastboss on Squigosaur|https://wahapedia.ru/wh40k9ed/factions/orks/Beastboss-on-Squigosaur|ORK|000000046|HQ|A Beastboss on Squigosaur is equipped with: slugga; beastchoppa; squigosaur’s jaws.||9|||false|false|false||false|
000002491|Painboss|https://wahapedia.ru/wh40k9ed/factions/orks/Painboss|ORK|000000046|HQ|A Painboss is equipped with: power snappa.||5|||false|false|false||false|
000002492|Wurrboy|https://wahapedia.ru/wh40k9ed/factions/orks/Wurrboy|ORK|000000046|HQ|A Wurrboy is equipped with: Eyez of Mork.||4||This model can attempt to <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifest</a> one psychic power in your <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">Psychic phase</a> and attempt to <a href="/wh40k9ed/the-rules/core-rules/#Deny-the-Witch">deny</a> one psychic power in your opponent’s Psychic phase. It knows <a href="/wh40k9ed/the-rules/core-rules/#Smite">Smite</a> and two psychic powers from the <b><a href="/wh40k9ed/factions/orks/#Beasthead-Discipline">Beasthead discipline</a></b>.|false|false|false||false|
000002493|Mozrog Skragbad|https://wahapedia.ru/wh40k9ed/factions/orks/Mozrog-Skragbad|ORK|000000046|HQ|Mozrog Skragbad is equipped with: thump gun; Gutrippa; Big Chompa’s jaws. Your army can only include one <span class="tooltip00339" data-tooltip-content="#tooltip_content00339" data-tooltip-anchor="#tooltip_content00339"><span class="kwb">MOZROG</span> <span class="kwb">SKRAGBAD</span></span> model.||10|||false|false|false||false|
000002494|Beast Snagga Boyz|https://wahapedia.ru/wh40k9ed/factions/orks/Beast-Snagga-Boyz|ORK|000000046|Troops|If this unit contains 11 or more models, it has <b>Power Rating 10</b>. The Beast Snagga Nob is equipped with: slugga; power snappa. Every Beast Snagga Boy is equipped with: slugga; choppa.||5|||false|false|false||false|
000002495|Nob on Smasha Squig|https://wahapedia.ru/wh40k9ed/factions/orks/Nob-on-Smasha-Squig|ORK|000000046|Fast Attack|A Nob on Smasha Squig is equipped with: slugga; big choppa; smasha squig jaws.||4|||false|false|false||false|
000002496|Squighog Boyz|https://wahapedia.ru/wh40k9ed/factions/orks/Squighog-Boyz|ORK|000000046|Fast Attack|If this unit contains 4 or more models, it has <b>Power Rating 8</b>. Every model is equipped with: saddlegit weapons; stikka; squighog jaws.||4|||false|false|false||false|
000002497|Kill Rig|https://wahapedia.ru/wh40k9ed/factions/orks/Kill-Rig|ORK|000000046|Heavy Support|A Kill Rig is equipped with: ’eavy lobba; stikka kannon; wurrtower; butcha boyz; savage horns and hooves; saw blades.|This model has a <a href="/wh40k9ed/the-rules/core-rules/#Transport-Capacity">transport capacity</a> of 10 <span class="tooltip00340" data-tooltip-content="#tooltip_content00340" data-tooltip-anchor="#tooltip_content00340"><span class="kwb2">&lt;<span class="kwb3">C</span>LAN&gt;</span> <span class="kwb">BEAST</span> <span class="kwb">SNAGGA</span> <span class="kwb">INFANTRY</span></span> models.|11||This model can attempt to <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifest</a> two psychic powers in your <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">Psychic phase</a> and attempt to <a href="/wh40k9ed/the-rules/core-rules/#Deny-the-Witch">deny</a> one psychic power in your opponent’s Psychic phase. It knows <a href="/wh40k9ed/the-rules/core-rules/#Smite">Smite</a> and two psychic powers from the <b><a href="/wh40k9ed/factions/orks/#Beasthead-Discipline">Beasthead discipline</a></b>.|false|false|false||false|
000002498|Hunta Rig|https://wahapedia.ru/wh40k9ed/factions/orks/Hunta-Rig|ORK|000000046|Heavy Support|A Hunta Rig is equipped with: ’eavy lobba; stikka kannon; butcha boyz; savage horns and hooves; saw blades.|This model has a <a href="/wh40k9ed/the-rules/core-rules/#Transport-Capacity">transport capacity</a> of 15 <span class="tooltip00340" data-tooltip-content="#tooltip_content00340" data-tooltip-anchor="#tooltip_content00340"><span class="kwb2">&lt;<span class="kwb3">C</span>LAN&gt;</span> <span class="kwb">BEAST</span> <span class="kwb">SNAGGA</span> <span class="kwb">INFANTRY</span></span> models.|8|||false|false|false||false|
000002499|Big’ed Bossbunka|https://wahapedia.ru/wh40k9ed/factions/orks/Big-ed-Bossbunka|ORK||Fortifications|A Big’ed Bossbunka is equipped with: big shoota; Gaze of Gork.|This model has a <a href="/wh40k9ed/the-rules/core-rules/#Transport-Capacity">transport capacity</a> of 10 <span class="tooltip00331" data-tooltip-content="#tooltip_content00331" data-tooltip-anchor="#tooltip_content00331"><span class="kwb">FLASH</span> <span class="kwb">GITZ</span></span> or <span class="tooltip00341" data-tooltip-content="#tooltip_content00341" data-tooltip-anchor="#tooltip_content00341"><span class="kwb">ORKS</span> <span class="kwb">INFANTRY</span></span> models. Each <span class="tooltip00333" data-tooltip-content="#tooltip_content00333" data-tooltip-anchor="#tooltip_content00333"><span class="kwb">MEGA</span> <span class="kwb">ARMOUR</span></span> or <span class="tooltip00334" data-tooltip-content="#tooltip_content00334" data-tooltip-anchor="#tooltip_content00334"><span class="kwb">JUMP</span> <span class="kwb">PACK</span></span> model takes up the space of 2 models.|5|||false|false|false||false|
000002510|Looted Wagon|https://wahapedia.ru/wh40k9ed/factions/orks/Looted-Wagon|ORK|000000168|Dedicated Transport|A Looted Wagon is equipped with: 1 big shoota.|This model has a <a href="/wh40k9ed/the-rules/core-rules/#Transport-Capacity">transport capacity</a> of 10 <span class="tooltip00331" data-tooltip-content="#tooltip_content00331" data-tooltip-anchor="#tooltip_content00331"><span class="kwb">FLASH</span> <span class="kwb">GITZ</span></span> or <span class="tooltip00332" data-tooltip-content="#tooltip_content00332" data-tooltip-anchor="#tooltip_content00332"><span class="kwb2">&lt;<span class="kwb3">C</span>LAN&gt;</span> <span class="kwb">INFANTRY</span></span> models. Each <span class="tooltip00333" data-tooltip-content="#tooltip_content00333" data-tooltip-anchor="#tooltip_content00333"><span class="kwb">MEGA</span> <span class="kwb">ARMOUR</span></span> or <span class="tooltip00334" data-tooltip-content="#tooltip_content00334" data-tooltip-anchor="#tooltip_content00334"><span class="kwb">JUMP</span> <span class="kwb">PACK</span></span> model takes up the space of 2 models.|6-7|||false|true|false||false|
000002511|Looted ‘Eavy Wagon|https://wahapedia.ru/wh40k9ed/factions/orks/Looted-Eavy-Wagon|ORK|000000168|Heavy Support|A Looted 'Eavy Wagon is equipped with: 1 big shoota.||8-10|||false|true|false||false|
000002512|Battle Fortress|https://wahapedia.ru/wh40k9ed/factions/orks/Battle-Fortress|ORK|000000168|Lords of War|A Battle Fortress is equipped with: 1 big shoota; 1 deffkannon; 1 killkannon; 1 twin big shoota; krushin’ tracks.|If this model is equipped with a supa-gatler, it gains the <span class="tooltip00342" data-tooltip-content="#tooltip_content00342" data-tooltip-anchor="#tooltip_content00342"><span class="kwb">TRANSPORT</span></span> keyword, and has a <a href="/wh40k9ed/the-rules/core-rules/#Transport-Capacity">transport capacity</a> of 20 <span class="tooltip00331" data-tooltip-content="#tooltip_content00331" data-tooltip-anchor="#tooltip_content00331"><span class="kwb">FLASH</span> <span class="kwb">GITZ</span></span> or <span class="tooltip00332" data-tooltip-content="#tooltip_content00332" data-tooltip-anchor="#tooltip_content00332"><span class="kwb2">&lt;<span class="kwb3">C</span>LAN&gt;</span> <span class="kwb">INFANTRY</span></span> models. Each <span class="tooltip00333" data-tooltip-content="#tooltip_content00333" data-tooltip-anchor="#tooltip_content00333"><span class="kwb">MEGA</span> <span class="kwb">ARMOUR</span></span> or <span class="tooltip00334" data-tooltip-content="#tooltip_content00334" data-tooltip-anchor="#tooltip_content00334"><span class="kwb">JUMP</span> <span class="kwb">PACK</span></span> model takes up the space of 2 models.|16-21|||false|true|false||false|
000002517|Da Red Gobbo on Bounca|https://wahapedia.ru/wh40k9ed/factions/orks/Da-Red-Gobbo-on-Bounca|ORK|000000174|HQ|Da Red Gobbo on Bounca is equipped with: kustom grot blasta; Bounca’s jaws; stikkbombs. Your army can only include one <span class="tooltip00343" data-tooltip-content="#tooltip_content00343" data-tooltip-anchor="#tooltip_content00343"><span class="kwb">DA</span> <span class="kwb">RED</span> <span class="kwb">GOBBO</span></span> model.||3|||false|false|false||false|
000000855|Knight Paladin|https://wahapedia.ru/wh40k9ed/factions/imperial-knights/Knight-Paladin|QI|000000034|Lords of War|A Knight Paladin is equipped with: meltagun; rapid-fire battle cannon; reaper chainsword; titanic feet. If this model has the <a href="/wh40k9ed/factions/imperial-knights/#The-QUESTOR-ALLEGIANCE-Keyword"><span class="kwb">QUESTOR</span> <span class="kwb">MECHANICUS</span></a> keyword, is it also equipped with a Questor cognis heavy stubber. If this model has the <a href="/wh40k9ed/factions/imperial-knights/#The-QUESTOR-ALLEGIANCE-Keyword"><span class="kwb">QUESTOR</span> <span class="kwb">IMPERIALIS</span></a> keyword, it is also equipped with a Questor ironhail heavy stubber.||23|||false|false|false||false|
000000856|Knight Errant|https://wahapedia.ru/wh40k9ed/factions/imperial-knights/Knight-Errant|QI|000000034|Lords of War|A Knight Errant is equipped with: meltagun; thermal cannon; reaper chainsword; titanic feet.||23|||false|false|false||false|
000000857|Knight Warden|https://wahapedia.ru/wh40k9ed/factions/imperial-knights/Knight-Warden|QI|000000034|Lords of War|A Knight Warden is equipped with: avenger gatling cannon; heavy flamer; meltagun; reaper chainsword; titanic feet.||23|||false|false|false||false|
000000858|Knight Gallant|https://wahapedia.ru/wh40k9ed/factions/imperial-knights/Knight-Gallant|QI|000000034|Lords of War|Knight Gallant is equipped with: meltagun; reaper chainsword; thunderstrike gauntlet; titanic feet.||21|||false|false|false||false|
000000859|Knight Crusader|https://wahapedia.ru/wh40k9ed/factions/imperial-knights/Knight-Crusader|QI|000000034|Lords of War|A Knight Crusader is equipped with: avenger gatling cannon; heavy flamer; meltagun; thermal cannon; titanic feet.||26|||false|false|false||false|
000000860|Acastus Knight Porphyrion|https://wahapedia.ru/wh40k9ed/factions/imperial-knights/Acastus-Knight-Porphyrion|QI|000000146|Lords of War|An Acastus Knight Porphyrion is equipped with: 2 Acastus autocannons; ironstorm missile pod; 2 twin magna lascannons; titanic feet.||40|||false|false|false||false|
000000861|Cerastus Knight Acheron|https://wahapedia.ru/wh40k9ed/factions/imperial-knights/Cerastus-Knight-Acheron|QI|000000146|Lords of War|A Cerastus Knight Acheron is equipped with: Acheron flame cannon; Acheron twin heavy bolter; reaper chainfist; titanic feet.||24|||false|false|false||false|
000000862|Cerastus Knight Atrapos|https://wahapedia.ru/wh40k9ed/factions/imperial-knights/Cerastus-Knight-Atrapos|QI|000000146|Lords of War|A Cerastus Knight-Atrapos is equipped with: Atrapos lascutter; graviton singularity cannon; titanic feet.||26|||false|false|false||false|
000000863|Cerastus Knight Castigator|https://wahapedia.ru/wh40k9ed/factions/imperial-knights/Cerastus-Knight-Castigator|QI|000000146|Lords of War|A Cerastus Knight Castigator is equipped with: Castigator bolt cannon; tempest warblade; titanic feet.||23|||false|false|false||false|
000000864|Cerastus Knight Lancer|https://wahapedia.ru/wh40k9ed/factions/imperial-knights/Cerastus-Knight-Lancer|QI|000000146|Lords of War|A Cerastus Knight Lancer is equipped with: Cerastus shock lance; titanic feet.||22|||false|false|false||false|
000000865|Questoris Knight Magaera|https://wahapedia.ru/wh40k9ed/factions/imperial-knights/Questoris-Knight-Magaera|QI|000000146|Lords of War|A Questoris Knight Magaera is equipped with: lightning cannon; phased plasma-fusil; reaper chainsword; titanic feet.||25|||false|false|false||false|
000000866|Questoris Knight Styrix|https://wahapedia.ru/wh40k9ed/factions/imperial-knights/Questoris-Knight-Styrix|QI|000000146|Lords of War|A Questoris Knight Styrix is equipped with: graviton crusher; reaper chainsword; titanic feet; volkite chieorovile.||24|||false|false|false||false|
000001481|Armiger Helverin|https://wahapedia.ru/wh40k9ed/factions/imperial-knights/Armiger-Helverin|QI|000000034|Lords of War|If this unit contains 2 models, it has <b>Power Rating 16</b>. If this unit contains 3 models, it has <b>Power Rating 24</b>. Every model is equipped with: 2 Armiger autocannons; meltagun.||8|||false|false|false||false|
000001482|Armiger Warglaive|https://wahapedia.ru/wh40k9ed/factions/imperial-knights/Armiger-Warglaive|QI|000000034|Lords of War|If this unit contains 2 models, it has <b>Power Rating 16</b>. If this unit contains 3 models, it has <b>Power Rating 24</b>. Every model is equipped with: meltagun; thermal spear; reaper chain-cleaver.||8|||false|false|false||false|
000001483|Knight Preceptor|https://wahapedia.ru/wh40k9ed/factions/imperial-knights/Knight-Preceptor|QI|000000034|Lords of War|A Knight Preceptor is equipped with: las-impulsor, Preceptor multi-laser; reaper chainsword; titanic feet.||22|This model knows three teachings from the <a href="/wh40k9ed/factions/imperial-knights/#Knightly-Teachings">Knightly Teachings</a>. In your <a href="/wh40k9ed/the-rules/core-rules/#COMMAND-PHASE">Command phase</a>, if this model is on the battlefield, it can recount up to two teachings it knows that have not already been recounted by a friendly model this turn. Roll one D6: on a 3+, the recounted teaching is inspiring and takes effect until the start of your next Command phase.||false|false|false||false|
000001484|Canis Rex|https://wahapedia.ru/wh40k9ed/factions/imperial-knights/Canis-Rex|QI|000000034|Lords of War|<span class="kwb">CANIS</span> <span class="kwb">REX</span> is equipped with: las-impulsor, Preceptor multi-laser; Freedom’s Hand; titanic feet. <span class="kwb">SIR</span> <span class="kwb">HEKHTUR</span> begins the battle piloting <span class="kwb">CANIS</span> <span class="kwb">REX</span> (see the <span class="redfont">Sir Hekhtur</span> ability below). Your army can only include 1 <span class="tooltip00344" data-tooltip-content="#tooltip_content00344" data-tooltip-anchor="#tooltip_content00344"><span class="kwb">CANIS</span> <span class="kwb">REX</span></span> model.||22|<span class="kwb">CANIS</span> <span class="kwb">REX</span> knows three teachings from the <a href="/wh40k9ed/factions/imperial-knights/#Knightly-Teachings">Knightly Teachings</a>. In your <a href="/wh40k9ed/the-rules/core-rules/#COMMAND-PHASE">Command phase</a>, if this model is on the battlefield, it can recount up to two teachings it knows that have not already been recounted by a friendly model this turn. Roll one D6: on a 3+, the recounted teaching is inspiring and takes effect until the start of your next Command phase.||false|false|false||false|
000001485|Knight Castellan|https://wahapedia.ru/wh40k9ed/factions/imperial-knights/Knight-Castellan|QI|000000034|Lords of War|A Knight Castellan is equipped with: plasma decimator; 4 shieldbreaker missiles; 2 twin meltaguns; twin siegebreaker cannon; volcano lance; titanic feet.||31|||false|false|false||false|
000001486|Knight Valiant|https://wahapedia.ru/wh40k9ed/factions/imperial-knights/Knight-Valiant|QI|000000034|Lords of War|A Knight Valiant is equipped with: conflagration cannon; 4 shieldbreaker missiles; thundercoil harpoon; 2 twin meltaguns; twin siegebreaker cannon; titanic feet.||30|||false|false|false||false|
000001664|Acastus Knight Asterius|https://wahapedia.ru/wh40k9ed/factions/imperial-knights/Acastus-Knight-Asterius|QI|000000146|Lords of War|An Acastus Knight Asterius is equipped with: 2 Asterius volkite culverins; karacnos mortar battery; 2 twin conversion beam cannons; titanic feet.||38|||false|false|false||false|
000001665|Knight Moirax|https://wahapedia.ru/wh40k9ed/factions/imperial-knights/Knight-Moirax|QI|000000146|Lords of War|If this unit contains 2 models, it has <b>Power Rating 16</b>. If this unit contains 3 models, it has <b>Power Rating 24</b>. Every model is equipped with: rad cleanser; siege claw; volkite veuglaire.||8|||false|false|false||false|
000001094|Chaos Cerastus Knight Acheron|https://wahapedia.ru/wh40k9ed/factions/chaos-knights/Chaos-Cerastus-Knight-Acheron|QT|000000146|Lords of War|A Chaos Cerastus Knight Acheron is equipped with: Acheron flame cannon; Acheron twin heavy bolter; reaper chainfist; titanic feet.||24|||false|false|false||false|
000001095|Chaos Cerastus Knight Lancer|https://wahapedia.ru/wh40k9ed/factions/chaos-knights/Chaos-Cerastus-Knight-Lancer|QT|000000146|Lords of War|A Chaos Cerastus Knight Lancer is equipped with: Cerastus shock lance; titanic feet.||22|||false|false|false||false|
000001096|Chaos Cerastus Knight Castigator|https://wahapedia.ru/wh40k9ed/factions/chaos-knights/Chaos-Cerastus-Knight-Castigator|QT|000000146|Lords of War|A Chaos Cerastus Knight Castigator is equipped with: Castigator bolt cannon; tempest warblade; titanic feet.||23|||false|false|false||false|
000001097|Chaos Cerastus Knight Atrapos|https://wahapedia.ru/wh40k9ed/factions/chaos-knights/Chaos-Cerastus-Knight-Atrapos|QT|000000146|Lords of War|A Chaos Cerastus Knight Atrapos is equipped with: Atrapos lascutter; graviton singularity cannon; titanic feet.||26|||false|false|false||false|
000001098|Chaos Questoris Knight Magaera|https://wahapedia.ru/wh40k9ed/factions/chaos-knights/Chaos-Questoris-Knight-Magaera|QT|000000146|Lords of War|A Chaos Questoris Knight Magaera is equipped with: lightning cannon; phased plasma-fusil; reaper chainsword; titanic feet.||25|||false|false|false||false|
000001099|Chaos Acastus Knight Porphyrion|https://wahapedia.ru/wh40k9ed/factions/chaos-knights/Chaos-Acastus-Knight-Porphyrion|QT|000000146|Lords of War|An Chaos Acastus Knight Porphyrion is equipped with: 2 Acastus autocannons; ironstorm missile pod; 2 twin magna lascannons; titanic feet.||40|||false|false|false||false|
000001100|Chaos Questoris Knight Styrix|https://wahapedia.ru/wh40k9ed/factions/chaos-knights/Chaos-Questoris-Knight-Styrix|QT|000000146|Lords of War|A Chaos Questoris Knight Styrix is equipped with: graviton crusher; reaper chainsword; titanic feet; volkite chieorovile.||24|||false|false|false||false|
000001658|Knight Despoiler|https://wahapedia.ru/wh40k9ed/factions/chaos-knights/Knight-Despoiler|QT|000000070|Lords of War|A Knight Despoiler is equipped with: daemonbreath meltagun; reaper chainsword; titanic feet; warpstrike claw.<br><br><i>If this model is equipped with 2 daemonbreath thermal cannons, 2 despoiler battle cannons,<br>2 despoiler gatling cannons, or 1 reaper chainsword and 1 warpstrike claw, its unit cost is increased by 20 pts.</i>||24|||false|false|false||false|
000001659|Knight Tyrant|https://wahapedia.ru/wh40k9ed/factions/chaos-knights/Knight-Tyrant|QT|000000070|Lords of War|A Knight Tyrant is equipped with: brimstone volcano lance; ectoplasma decimator; 4 gheiststrike missiles; 2 twin daemonbreath meltaguns; twin desecrator cannon; titanic feet.||31|||false|false|false||false|
000001660|Knight Desecrator|https://wahapedia.ru/wh40k9ed/factions/chaos-knights/Knight-Desecrator|QT|000000070|Lords of War|A Knight Desecrator is equipped with: Desecrator laser destructor; diabolus heavy stubber; reaper chainsword; titanic feet.||20|||false|false|false||false|
000001661|Knight Rampager|https://wahapedia.ru/wh40k9ed/factions/chaos-knights/Knight-Rampager|QT|000000070|Lords of War|A Knight Rampager is equipped with: diabolus heavy stubber; reaper chainsword; titanic feet; warpstrike claw.||20|||false|false|false||false|
000001662|Chaos Acastus Knight Asterius|https://wahapedia.ru/wh40k9ed/factions/chaos-knights/Chaos-Acastus-Knight-Asterius|QT|000000146|Lords of War|A Chaos Acastus Knight Asterius is equipped with: 2 Asterius volkite culverins; karacnos mortar battery; 2 twin conversion beam cannons; titanic feet.||38|||false|false|false||false|
000001663|War Dog Moirax|https://wahapedia.ru/wh40k9ed/factions/chaos-knights/War-Dog-Moirax|QT|000000146|Lords of War|If this unit contains 2 War Dog Moirax it has <b>Power Rating 16</b>. If this unit contains 3 War Dog Moirax it has <b>Power Rating 24</b>. Every model is equipped with: rad cleanser; siege claw; volkite veuglaire.||8|||false|false|false||false|
000002562|War Dog Executioner|https://wahapedia.ru/wh40k9ed/factions/chaos-knights/War-Dog-Executioner|QT|000000070|Lords of War|If this unit contains 2 models, it has <b>Power Rating 16</b>. If this unit contains 3 models, it has <b>Power Rating 24</b>. Every model is equipped with: daemonbreath meltagun; 2 War Dog autocannons.||8|||false|false|false||false|
000002563|War Dog Stalker|https://wahapedia.ru/wh40k9ed/factions/chaos-knights/War-Dog-Stalker|QT|000000070|Lords of War|If this unit contains 2 models, it has <b>Power Rating 16</b>. If this unit contains 3 models, it has <b>Power Rating 24</b>. Every model is equipped with: avenger chaincannon; havoc multi-launcher; slaughterclaw.||8|||false|false|false||false|
000002564|War Dog Karnivore|https://wahapedia.ru/wh40k9ed/factions/chaos-knights/War-Dog-Karnivore|QT|000000070|Lords of War|If this unit contains 2 models, it has <b>Power Rating 16</b>. If this unit contains 3 models, it has <b>Power Rating 24</b>. Every model is equipped with: havoc multi-launcher; reaper chaintalon; slaughterclaw.||8|||false|false|false||false|
